Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿El email puede ser mostrado al docente?
12/9/2019 23:10:26,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,"Esteban es de esos docentes que aunque el tema no te interese en absoluto termina haciendo que te guste igual. Las prácticas podrían estar un poco más coordinadas con la teórica, pero explican bien",
12/10/2019 12:13:05,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Regulares,Normal,Normal,"Excelente profesor Carisimo. Lo único criticable del curso son los criterios de corrección de ejercicios individuales y TP, a veces algunas cosas resultaban ambiguas o no eran explicadas en clase y te corregían mal por no seguir el criterio que esperaban.",
12/10/2019 16:10:01,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,"Esteban la tiene muy clara, excelente curso.",
12/10/2019 17:17:15,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,,
12/11/2019 23:18:21,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,,
12/14/2019 1:32:18,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,,
12/17/2019 13:42:46,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Dificil,"Al haber recibido muy buenos comentarios de las prácticas en cuatrimestres anteriores, y sabiendo que Carisimo iba a estar a cargo de la teórica, tenía las expectativas altas de la materia, y la verdad que fueron cumplidas holgadamente.

Las teóricas fueron excelentes, muy interesantes y Esteban logra mantener el foco de la clase en todo momento (aún a pesar de que son 3 horas intensas de clase, y el horario es medio matador).

Las prácticas fueron buenas. Los chicos le ponen ganas. Las primeras clases bastante interesantes, viendo temas extra a los de la teoría, aunque después se fueron pinchando un poco, al solaparse mucho con la teórica. La forma de resolver algunos ejercicios fue medio volada, ya que no se definió un criterio o forma de encararlos clara.

Entregas: unas cuantas. Sirven bastante para fijar los temas. Lo único que debería ser mas claro en las consignas o lo que se espera, y no dar respuestas del estilo ""en la consigna esta bastante claro"" cuando se hacer una pregunta respecto al enunciado.

TPs: estuvieron muy buenos. La dificultad igualmente no matcheó con la cantidad de integrantes y tiempo para hacerlos, necesariamente. El primero fue muy facil, para ser que los grupos podian ser de 3 y teniamos 2 semanas; las mismas condiciones se usaron para el TP2, que fue mucho mas complejo.

Exámen: fue justo. Se tomó lo que se esperaba, con alguna ligera variante quizás, pero con lo visto podia deducirse.


Resumiendo... muy buena materia se armó, lo cual es genial ya que es una materia con contenidos fundamentales y muy interesantes. Ojalá pueda mantenerse e incluso seguir mejorandola.",Si
12/18/2019 9:29:30,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,"Fantasticas teoricas, las practicas a veces quedaban cortas de tiempo, pero el enfoque práctico es indispensable. Los trabajos prácticos son interesantes, se ven conceptos nuevos, y el parcial no es una sorpresa, lo que da tranquilidad para estudiar y confiar que es lo que te quieren evaluar. ",Si
12/18/2019 10:19:55,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Dificil,Normal,"Excelentes las teoricas, Esteban la tiene muy clara. Llevar a Fernando Gont fue lo mejor del cuatrimestre. Los temas son muy interesantes y necesarios. La practica por momentos parece que va un poco desfasada de la teorica, o no se sale tanto del libreto, tal vez estaria bueno un poco de eso. Un punto a mejorar de las practicas fue el tema de que hubieron algunas clases que nos hicieron ir por muy poco tiempo de clase, o bien otras que habia que ir solo para ir a buscar la nota y no habia clase, eso fue un poco molesto. Mas alla de eso el balance es positivo de la practica.",No
12/25/2019 16:00:24,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Regulares,Dificil,Dificil,"No pude asistir mucho a las teoricas pero esteban es muy buen docente. Los temas de la materia son muy interesantes y se aprende mucho. Con respecto a las practicas no me parecieron mal, pero podrian mejorarse, algunos temas capaz no se dieron muy bien y despues te exigen bastante. Con respecto a los TPs creo que los ultimos sobretodo se ponen muy complicados, y a veces en los mas sencillos te bochan por pavadas. Creo que es un buen curso pero la practica tiene por mejorar.",
1/6/2020 16:24:01,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Muy Bueno,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Dificil,"Muy buenas las teóricas! Esteban explica de 10. Lo único malo es que las diapositivas de las teóricas son largas. Por otro lado, los temas que se ven en la materia son geniales! Las clases prácticas son normales, un toque más aburridas, les falta un poquito de dinamismo y didáctica. Lo bueno es que las clases prácticas duran menos. Me gustó mucho la materia y me llevo bastante conocimiento! En un futuro considero ser ayudante.",Si
1/14/2020 22:51:03,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,,
2/11/2020 18:40:16,75.33-75.43-95.60-Introducción a los Sistemas Distribuidos  - Carísimo,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,"La materia esta muy bien dada, los tps esta buenos y los temas son interesantes. Creo que deberian revisar la modalidad del final ya que te pregunten uno solo tema de la cursada no demuestra que sabes o no. ",No
12/5/2019 20:35:26,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Bueno,No,Interesantes,Sí,Buenas,Regulares,Normal,Normal,,
12/5/2019 20:36:31,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Muy Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Normal,Normal,,
12/5/2019 20:43:22,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Muy Bueno,Sí,Interesantes,Sí,Buenas,Regulares,Normal,Dificil,Muy buenos profes! Me hubiera gustado más laboratorio ,
12/7/2019 1:26:57,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Regulares,Facil,Normal,,
12/13/2019 18:04:53,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Bueno,No,Interesantes,Sí,Muy Buenas,Buenas,Normal,Normal,,
12/14/2019 21:37:25,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Regular,Sí,Poco Interesantes,Sí,Regulares,Regulares,Normal,Normal,Nos hicieron hacer un tp que ni siquiera corrigieron y luego de una dia para otro nos pidieron hacer una presentacion. No aprendi mucho la verdad.,No
12/16/2019 19:52:41,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Regular,Sí,Interesantes,Sí,Regulares,Regulares,Normal,Normal,,No
12/23/2019 11:08:11,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Bueno,Sí,Interesantes,Sí,Buenas,Regulares,Normal,Normal,No tuvimos ninguna correción de los tps durante la cursada exceptuando la presentasión final.,No
2/17/2020 18:01:32,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Muy Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Facil,Normal,,Si
2/18/2020 17:47:38,75.40-95.14-Algoritmos y Programación I - 1 -Guarna,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Dificil,Normal,,Si
12/10/2019 0:56:48,75.40-95.14-Algoritmos y Programación I - 2 - Azcurra,Bueno,Sí,Interesantes,No,Buenas,Buenas,Facil,Normal,,
12/9/2019 23:44:11,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,
12/10/2019 10:37:16,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,,
12/10/2019 10:37:24,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,"Muy buena la dinámica, y la ayuda de los colaboradores ",
12/10/2019 10:38:02,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,Muy bien curso a nivel general tanto en teoricas como en las practicas con una muy buena pedagogia. ,
12/10/2019 10:40:52,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,"Excelente desde todo punto de vista, muy buena cursada, te genera ganas de aprender y avanzar más con cada clase. ",
12/10/2019 10:43:53,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Facil,Normal,Excelente curso. Las clases son muy divertidas y aprendes un montón,
12/10/2019 10:45:56,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Dificil,Dificil,"Sin duda la mejor cátedra.
Los profesores y ayudantes no te abandonan a la hora de los tps, responden dudas, son agradables y explican bien. 
La cursada tiene una temática, como puede ser Harry Potter, LOTR, etc, lo que hace las clases muy divertidas y da ganas de aprender.",
12/10/2019 10:46:01,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,"Excelentes docentes, clases entretenidas y con muy buen ambiente, se disfrutó mucho la cursada.",
12/10/2019 10:56:27,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,
12/10/2019 11:46:52,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,Muy buenas cátedra. ,
12/10/2019 12:03:06,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Dificil,,
12/10/2019 12:55:03,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Interesantes,Sí,Muy Buenas,Muy Buenas,Dificil,Dificil,,
12/10/2019 13:28:18,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,
12/10/2019 13:37:21,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,,
12/10/2019 14:04:40,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Muy Buenas,Normal,Dificil,Interesante y agradable pero costa un poco tiempo,
12/10/2019 15:02:58,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Facil,Normal,,
12/10/2019 15:20:40,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Dificil,"Siempre te contestan tus dudas, y tienen una excelente disponibilidad para eso. ",
12/10/2019 17:14:07,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Normal,Dificil,Excelente en todo sentido.,
12/10/2019 18:50:11,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Interesantes,Sí,Muy Buenas,Excelentes,Dificil,Dificil,,
12/10/2019 20:49:39,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Dificil,,
12/11/2019 10:15:25,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Dificil,Dificil,,
12/11/2019 10:17:31,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Dificil,Dificil,"Excelente el curso. Comienzan la cursada suponiendo que uno no sabe absolutamente nada de la materia ( es muy bueno para gente que no tiene contacto diario/habitual con la materia). Los profesores contestan todas las dudas las veces que sean necesarias hasta que entiendas el concepto de lo que se esta explicando, y ademas los colaboradores dan ejemplos sencillos para que uno pueda terminar de entender algun tema que no terminas de entender el concepto con la teorica. 
 Por ultimo, absolutamente todos ( profesores y colaboradores ) hacen las clases muy entretenidas y con buena onda, lo que ayuda a que uno este mas metido en la materia. ",
12/11/2019 12:04:24,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Dificil,Recomendable para todos aquellos afortunades con la cátedra 😎,Si
12/11/2019 13:24:41,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,
12/11/2019 13:34:53,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Muy Bueno,Sí,Interesantes,No,Excelentes,Muy Buenas,Normal,Normal,Muy buenas clases teóricas ,Si
12/11/2019 13:45:53,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,100% recomendado,Si
12/11/2019 14:46:46,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Interesantes,Sí,Excelentes,Excelentes,Dificil,Normal,"Increible, la verdad la pase genial",No
12/11/2019 19:14:10,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Bueno,No,Interesantes,Sí,Buenas,Buenas,Normal,Dificil,,No
12/11/2019 19:29:55,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Normal,Dificil,,No
12/11/2019 21:31:04,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,No,Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,Si
12/12/2019 12:26:32,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Muy Bueno,Sí,Interesantes,Sí,Muy Buenas,Buenas,Normal,Dificil,,Si
12/12/2019 12:27:18,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Bueno,Sí,Interesantes,Sí,Buenas,Muy Buenas,Normal,Dificil,,Si
12/12/2019 12:27:23,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Bueno,Sí,Interesantes,Sí,Buenas,Muy Buenas,Normal,Dificil,,Si
12/12/2019 12:35:57,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,No,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,
12/13/2019 8:05:26,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Normal,Normal,Los docentes y ayudantes laburan muchisimo para que los alumnos tengamos la mejor cursada posible. Siempre hay lugar para cualquier tipo de consulta. Recomiendo la cátedra sin dudarlo. ,Si
12/17/2019 19:59:46,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,Si
1/6/2020 12:35:18,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,No,Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,No
2/11/2020 8:50:16,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,No
2/11/2020 12:22:13,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Dificil,Normal,"Es un excelente curso que da una buena introduccion a lo que es la programación, deja claro los conceptos centrales y permite un gran aprendizaje mediante el uso de su plataforma virtual, aplicaciones practicas en las clases de laboratorio y dificultad de trabajos practicos, siempre con el acompañamiento de los ayudantes para despejar dudas.",Si
2/14/2020 1:10:59,75.40-95.14-Algoritmos y Programación I - 3 - Mendez,Excelente,Sí,Muy Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Normal,,Si
12/10/2019 10:24:35,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Muy Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Excelentes,Dificil,Dificil,,
12/10/2019 10:31:03,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Normal,,
12/10/2019 11:54:01,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Dificil,Dificil,,
12/10/2019 12:33:11,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Muy Bueno,Sí,Interesantes,No,Muy Buenas,Buenas,Normal,Dificil,,
12/10/2019 13:38:44,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Dificil,,
12/10/2019 13:52:39,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,"Las clases de Essaya son excelentes, explica muy bien y no se hacen nada tediosas.",
12/10/2019 17:19:05,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Buenas,Normal,Normal,,
12/10/2019 20:05:45,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Dificil,,
12/10/2019 22:04:12,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Excelente,Sí,Interesantes,Sí,Excelentes,Muy Buenas,Dificil,Normal,"El curso fue excelente, lo unico que no me gustó fue el tema de Listas Enlazadas y el poco tiempo que tuvimos para ver C",
12/11/2019 13:44:07,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Bueno,No,Interesantes,Sí,Muy Buenas,Muy Buenas,Normal,Muy dificil,,No
12/11/2019 17:23:36,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Muy Buenas,Normal,Normal,,No
12/13/2019 19:49:49,75.40-95.14-Algoritmos y Programación I - 4 - Essaya,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Dificil,,
